A,B,Label
切线,直线,1
切线,点,1
切线,顶点 (几何),1
切线,线段,1
切线,几何学,1
棱锥,几何学,1
棱锥,点,1
二维空间,几何学,1
弧长,几何学,1
棱柱,直线,1
棱柱,点,1
棱柱,几何学,1
六边形,直线,1
六边形,几何学,1
六边形,点,1
多面体,点,1
多面体,几何学,1
平行,几何学,1
棱柱,点,1
棱柱,直线,1
棱柱,几何学,1
角平分线定理,直线,1
角平分线定理,点,1
角平分线定理,顶点 (几何),1
角平分线定理,线段,1
角平分线定理,几何学,1
对角线,几何学,1
十边形,线段,1
十边形,角,1
十边形,点,1
十边形,顶点 (几何),1
十边形,直线,1
十边形,几何学,1
十边形,边 (几何),1
勾股数,几何学,1
勾股数,角,1
勾股数,点,1
勾股数,直线,1
角平分线定理,点,1
角平分线定理,几何学,1
角平分线定理,边 (几何),1
角平分线定理,多边形,1
角平分线定理,角,1
角平分线定理,直线,1
角平分线定理,顶点 (几何),1
角平分线定理,线段,1
勾股数,点,1
勾股数,几何学,1
等腰三角形,直线,1
等腰三角形,点,1
等腰三角形,几何学,1
中点,直线,1
中点,点,1
中点,几何学,1
割线,几何学,1
割线,点,1
多面体,线段,1
多面体,角,1
多面体,点,1
多面体,顶点 (几何),1
多面体,直线,1
多面体,几何学,1
多面体,边 (几何),1
十二边形,几何学,1
坡度,直线,1
坡度,几何学,1
坡度,点,1
棱锥,直线,1
棱锥,几何学,1
棱锥,点,1
正弦,直线,1
正弦,点,1
正弦,顶点 (几何),1
正弦,线段,1
正弦,几何学,1
等腰三角形,点,1
等腰三角形,几何学,1
垂直,几何学,1
垂直,点,1
角平分线定理,角,1
角平分线定理,直线,1
角平分线定理,点,1
角平分线定理,几何学,1
五边形,点,1
五边形,几何学,1
切线,线段,1
切线,角,1
切线,点,1
切线,顶点 (几何),1
切线,直线,1
切线,几何学,1
切线,边 (几何),1
共线 (几何),几何学,1
全等,直线,1
全等,点,1
全等,几何学,1
直径,几何学,1
正方形,直线,1
正方形,点,1
正方形,顶点 (几何),1
正方形,线段,1
正方形,几何学,1
棱柱,线段,1
棱柱,角,1
棱柱,点,1
棱柱,顶点 (几何),1
棱柱,直线,1
棱柱,几何学,1
棱柱,边 (几何),1
菱形,几何学,1
菱形,点,1
反三角函数,直线,1
反三角函数,几何学,1
反三角函数,点,1
平行,几何学,1
平行,点,1
特殊直角三角形,点,1
特殊直角三角形,几何学,1
特殊直角三角形,边 (几何),1
特殊直角三角形,多边形,1
特殊直角三角形,角,1
特殊直角三角形,直线,1
特殊直角三角形,顶点 (几何),1
特殊直角三角形,线段,1
十边形,直线,1
十边形,几何学,1
十边形,点,1
半径,直线,1
半径,点,1
半径,几何学,1
角平分线定理,直线,1
角平分线定理,点,1
角平分线定理,几何学,1
外角定理,直线,1
外角定理,几何学,1
外角定理,点,1
直角,直线,1
直角,几何学,1
直角,点,1
角平分线定理,点,1
角平分线定理,线段,1
角平分线定理,直线,1
角平分线定理,几何学,1
十一边形,直线,1
十一边形,点,1
十一边形,几何学,1
星形多边形,直线,1
星形多边形,点,1
星形多边形,几何学,1
笛卡尔坐标系,角,1
笛卡尔坐标系,直线,1
笛卡尔坐标系,点,1
笛卡尔坐标系,几何学,1
五边形,线段,1
五边形,角,1
五边形,点,1
五边形,顶点 (几何),1
五边形,直线,1
五边形,几何学,1
五边形,边 (几何),1
十一边形,点,1
十一边形,几何学,1
内角和外角,直线,1
内角和外角,点,1
内角和外角,几何学,1
坐标系,几何学,1
多面体,直线,1
多面体,几何学,1
多面体,点,1
特殊直角三角形,点,1
特殊直角三角形,几何学,1
斜率,几何学,1
斜率,点,1
星形多边形,直线,1
星形多边形,几何学,1
星形多边形,点,1
平行四边形,点,1
平行四边形,直线,1
平行四边形,几何学,1
直角三角形,点,1
直角三角形,几何学,1
直角三角形,边 (几何),1
直角三角形,多边形,1
直角三角形,角,1
直角三角形,直线,1
直角三角形,顶点 (几何),1
直角三角形,线段,1
对角线,直线,1
对角线,几何学,1
对角线,点,1
边 (几何),点,1
边 (几何),几何学,1
九边形,直线,1
九边形,几何学,1
九边形,点,1
矩形,几何学,1
矩形,点,1
正方形,几何学,1
正方形,角,1
正方形,点,1
正方形,直线,1
五边形,直线,1
五边形,几何学,1
五边形,点,1
镜面反射 (数学),几何学,1
外角定理,直线,1
外角定理,点,1
外角定理,顶点 (几何),1
外角定理,线段,1
外角定理,几何学,1
十边形,几何学,1
十边形,点,1
九边形,点,1
九边形,几何学,1
球面,几何学,1
七边形,几何学,1
棱锥,直线,1
棱锥,点,1
棱锥,顶点 (几何),1
棱锥,线段,1
棱锥,几何学,1
截面 (几何),几何学,1
全等,几何学,1
全等,点,1
九边形,几何学,1
旋转,直线,1
旋转,几何学,1
旋转,点,1
笛卡尔坐标系,几何学,1
三角不等式,直线,1
三角不等式,点,1
三角不等式,几何学,1
十边形,几何学,1
旋转,几何学,1
勾股定理,直线,1
勾股定理,点,1
勾股定理,几何学,1
外角定理,几何学,1
矩形,直线,1
矩形,边 (几何),1
矩形,顶点 (几何),1
矩形,多边形,1
矩形,角,1
矩形,线段,1
矩形,几何学,1
矩形,点,1
多边形,几何学,1
三角形,直线,1
三角形,点,1
三角形,顶点 (几何),1
三角形,线段,1
三角形,几何学,1
切线,几何学,1
反射 (数学),几何学,1
四边形,几何学,1
四边形,点,1
切线,直线,1
切线,线段,1
切线,角,1
切线,点,1
切线,顶点 (几何),1
切线,几何学,1
切线,多边形,1
切线,边 (几何),1
切线,三角形,1
鹞形,点,1
鹞形,几何学,1
密铺,几何学,1
正三角形,线段,1
正三角形,角,1
正三角形,点,1
正三角形,顶点 (几何),1
正三角形,直线,1
正三角形,几何学,1
正三角形,边 (几何),1
正方形,点,1
正方形,直线,1
正方形,几何学,1
反三角函数,点,1
反三角函数,几何学,1
反三角函数,边 (几何),1
反三角函数,多边形,1
反三角函数,角,1
反三角函数,直线,1
反三角函数,顶点 (几何),1
反三角函数,线段,1
三角函数,直线,1
三角函数,点,1
三角函数,几何学,1
特殊直角三角形,几何学,1
特殊直角三角形,点,1
菱形,线段,1
菱形,角,1
菱形,点,1
菱形,顶点 (几何),1
菱形,直线,1
菱形,几何学,1
菱形,边 (几何),1
异面直线,几何学,1
异面直线,点,1
正弦,几何学,1
正弦,点,1
八边形,直线,1
八边形,点,1
八边形,顶点 (几何),1
八边形,线段,1
八边形,几何学,1
外角定理,点,1
外角定理,几何学,1
外角定理,边 (几何),1
外角定理,多边形,1
外角定理,角,1
外角定理,直线,1
外角定理,顶点 (几何),1
外角定理,线段,1
坡度,几何学,1
十一边形,线段,1
十一边形,角,1
十一边形,点,1
十一边形,顶点 (几何),1
十一边形,直线,1
十一边形,几何学,1
十一边形,边 (几何),1
十二边形,几何学,1
十二边形,点,1
直径,点,1
直径,直线,1
直径,几何学,1
直径,线段,1
直径,圆,1
四边形,直线,1
四边形,点,1
四边形,顶点 (几何),1
四边形,线段,1
四边形,几何学,1
矩形,直线,1
矩形,点,1
矩形,顶点 (几何),1
矩形,线段,1
矩形,几何学,1
反射 (数学),几何学,1
十二边形,直线,1
十二边形,点,1
十二边形,几何学,1
反三角函数,几何学,1
内角和外角,直线,1
内角和外角,点,1
内角和外角,顶点 (几何),1
内角和外角,线段,1
内角和外角,几何学,1
八边形,几何学,1
八边形,几何学,1
八边形,点,1
直角,几何学,1
十二边形,线段,1
十二边形,角,1
十二边形,点,1
十二边形,顶点 (几何),1
十二边形,直线,1
十二边形,几何学,1
十二边形,边 (几何),1
棱柱,几何学,1
棱柱,点,1
棱柱,直线,1
棱柱,顶点 (几何),1
棱柱,多边形,1
棱柱,角,1
棱柱,边 (几何),1
棱柱,线段,1
棱柱,面 (几何),1
内角和外角,线段,1
内角和外角,角,1
内角和外角,点,1
内角和外角,顶点 (几何),1
内角和外角,直线,1
内角和外角,几何学,1
内角和外角,边 (几何),1
三角不等式,直线,1
三角不等式,点,1
三角不等式,顶点 (几何),1
三角不等式,线段,1
三角不等式,几何学,1
三角不等式,直线,1
三角不等式,几何学,1
三角不等式,点,1
特殊直角三角形,多边形,1
特殊直角三角形,三角形,1
特殊直角三角形,几何学,1
特殊直角三角形,点,1
特殊直角三角形,直角,1
特殊直角三角形,直线,1
特殊直角三角形,顶点 (几何),1
特殊直角三角形,线段,1
特殊直角三角形,角,1
特殊直角三角形,边 (几何),1
星形多边形,几何学,1
星形多边形,点,1
星形多边形,几何学,1
正方形,直线,1
正方形,几何学,1
正方形,点,1
角平分线定理,几何学,1
角平分线定理,点,1
角,几何学,1
角,点,1
正方形,几何学,1
正方形,点,1
全等,线段,1
全等,角,1
全等,点,1
全等,顶点 (几何),1
全等,直线,1
全等,几何学,1
全等,边 (几何),1
正方形,点,1
正方形,多边形,1
正方形,顶点 (几何),1
正方形,直线,1
正方形,四边形,1
正方形,边 (几何),1
正方形,直角,1
正方形,线段,1
正方形,平行,1
正方形,平行四边形,1
正方形,角,1
正方形,几何学,1
异面直线,点,1
异面直线,直线,1
异面直线,几何学,1
线段,几何学,1
线段,点,1
三角函数,直线,1
三角函数,几何学,1
三角函数,点,1
勾股定理,多边形,1
勾股定理,三角形,1
勾股定理,几何学,1
勾股定理,点,1
勾股定理,直角,1
勾股定理,直线,1
勾股定理,顶点 (几何),1
勾股定理,线段,1
勾股定理,角,1
勾股定理,边 (几何),1
全等,直线,1
全等,点,1
全等,顶点 (几何),1
全等,线段,1
全等,几何学,1
正方形,直线,1
正方形,点,1
正方形,几何学,1
等腰三角形,点,1
等腰三角形,几何学,1
等腰三角形,边 (几何),1
等腰三角形,多边形,1
等腰三角形,角,1
等腰三角形,直线,1
等腰三角形,顶点 (几何),1
等腰三角形,线段,1
正方形,线段,1
正方形,角,1
正方形,点,1
正方形,顶点 (几何),1
正方形,直线,1
正方形,几何学,1
正方形,边 (几何),1
凸多边形,线段,1
凸多边形,角,1
凸多边形,点,1
凸多边形,顶点 (几何),1
凸多边形,直线,1
凸多边形,几何学,1
凸多边形,边 (几何),1
直角,几何学,1
直角,点,1
正三角形,点,1
正三角形,几何学,1
勾股定理,点,1
勾股定理,几何学,1
鹞形,几何学,1
鹞形,点,1
七边形,直线,1
七边形,点,1
七边形,几何学,1
六边形,点,1
六边形,几何学,1
菱形,直线,1
菱形,边 (几何),1
菱形,顶点 (几何),1
菱形,多边形,1
菱形,角,1
菱形,线段,1
菱形,几何学,1
菱形,点,1
直角三角形,几何学,1
等腰三角形,直线,1
等腰三角形,点,1
等腰三角形,顶点 (几何),1
等腰三角形,线段,1
等腰三角形,几何学,1
多面体,直线,1
多面体,点,1
多面体,顶点 (几何),1
多面体,线段,1
多面体,几何学,1
外角定理,直线,1
外角定理,点,1
外角定理,几何学,1
勾股数,直线,1
勾股数,点,1
勾股数,几何学,1
切线,直线,1
切线,几何学,1
切线,点,1
矩形,几何学,1
矩形,角,1
矩形,点,1
矩形,直线,1
弦 (几何),几何学,1
勾股定理,直线,1
勾股定理,点,1
勾股定理,顶点 (几何),1
勾股定理,线段,1
勾股定理,几何学,1
自相似,几何学,1
正弦,几何学,1
凸多边形,直线,1
凸多边形,点,1
凸多边形,顶点 (几何),1
凸多边形,线段,1
凸多边形,几何学,1
鹞形,几何学,1
反射 (数学),几何学,1
反射 (数学),点,1
内角和外角,点,1
内角和外角,几何学,1
角平分线定理,线段,1
角平分线定理,角,1
角平分线定理,点,1
角平分线定理,顶点 (几何),1
角平分线定理,直线,1
角平分线定理,几何学,1
角平分线定理,边 (几何),1
圆柱体,几何学,1
多面体,直线,1
多面体,点,1
多面体,几何学,1
弧长,几何学,1
弧长,圆,1
三角函数,几何学,1
星形多边形,直线,1
星形多边形,点,1
星形多边形,顶点 (几何),1
星形多边形,线段,1
星形多边形,几何学,1
线段,几何学,1
弦 (几何),几何学,1
弦 (几何),点,1
鹞形,直线,1
鹞形,点,1
鹞形,顶点 (几何),1
鹞形,线段,1
鹞形,几何学,1
三角不等式,点,1
三角不等式,几何学,1
三角不等式,边 (几何),1
三角不等式,多边形,1
三角不等式,角,1
三角不等式,直线,1
三角不等式,顶点 (几何),1
三角不等式,线段,1
四边形,点,1
四边形,几何学,1
中点,几何学,1
中点,点,1
直角三角形,几何学,1
直角三角形,角,1
直角三角形,点,1
直角三角形,直线,1
八边形,直线,1
八边形,几何学,1
八边形,点,1
切线,几何学,1
切线,点,1
内角和外角,几何学,1
内角和外角,点,1
三角不等式,点,1
三角不等式,几何学,1
五边形,几何学,1
五边形,点,1
外角定理,线段,1
外角定理,边 (几何),1
外角定理,多边形,1
外角定理,顶点 (几何),1
外角定理,直线,1
外角定理,点,1
外角定理,角,1
外角定理,几何学,1
六边形,直线,1
六边形,点,1
六边形,几何学,1
全等,几何学,1
九边形,几何学,1
九边形,点,1
四边形,线段,1
四边形,角,1
四边形,点,1
四边形,顶点 (几何),1
四边形,直线,1
四边形,几何学,1
四边形,边 (几何),1
正三角形,直线,1
正三角形,点,1
正三角形,几何学,1
勾股定理,几何学,1
勾股定理,点,1
十一边形,直线,1
十一边形,点,1
十一边形,顶点 (几何),1
十一边形,线段,1
十一边形,几何学,1
三角形,线段,1
三角形,角,1
三角形,点,1
三角形,顶点 (几何),1
三角形,直线,1
三角形,几何学,1
三角形,边 (几何),1
反射 (数学),直线,1
反射 (数学),几何学,1
反射 (数学),点,1
等腰三角形,直线,1
等腰三角形,几何学,1
等腰三角形,点,1
直角三角形,几何学,1
直角三角形,点,1
棱柱,直线,1
棱柱,点,1
棱柱,顶点 (几何),1
棱柱,线段,1
棱柱,几何学,1
正方形,角,1
正方形,线段,1
正方形,平行,1
正方形,直线,1
正方形,多边形,1
正方形,边 (几何),1
正方形,几何学,1
正方形,点,1
正方形,四边形,1
正方形,顶点 (几何),1
内角和外角,几何学,1
镜面反射 (数学),直线,1
镜面反射 (数学),几何学,1
镜面反射 (数学),点,1
勾股定理,线段,1
勾股定理,角,1
勾股定理,点,1
勾股定理,顶点 (几何),1
勾股定理,直线,1
勾股定理,几何学,1
勾股定理,边 (几何),1
三角函数,点,1
三角函数,几何学,1
四边形,直线,1
四边形,几何学,1
四边形,点,1
六边形,直线,1
六边形,点,1
六边形,顶点 (几何),1
六边形,线段,1
六边形,几何学,1
矩形,直线,1
矩形,点,1
矩形,几何学,1
直角三角形,点,1
直角三角形,几何学,1
外角定理,点,1
外角定理,几何学,1
三角形,直线,1
三角形,几何学,1
三角形,点,1
半径,几何学,1
正方形,几何学,1
旋转,几何学,1
旋转,点,1
等腰三角形,线段,1
等腰三角形,角,1
等腰三角形,点,1
等腰三角形,顶点 (几何),1
等腰三角形,直线,1
等腰三角形,几何学,1
等腰三角形,边 (几何),1
正三角形,点,1
正三角形,几何学,1
正三角形,边 (几何),1
正三角形,多边形,1
正三角形,角,1
正三角形,直线,1
正三角形,顶点 (几何),1
正三角形,线段,1
多边形,点,1
多边形,几何学,1
正弦,线段,1
正弦,角,1
正弦,点,1
正弦,顶点 (几何),1
正弦,直线,1
正弦,几何学,1
正弦,边 (几何),1
十二边形,点,1
十二边形,几何学,1
异面直线,几何学,1
斜率,几何学,1
反三角函数,直线,1
反三角函数,点,1
反三角函数,顶点 (几何),1
反三角函数,线段,1
反三角函数,几何学,1
直角三角形,直线,1
直角三角形,点,1
直角三角形,几何学,1
多面体,几何学,1
平行四边形,几何学,1
平行四边形,点,1
勾股定理,直线,1
勾股定理,几何学,1
勾股定理,点,1
对角线,线段,1
对角线,角,1
对角线,点,1
对角线,顶点 (几何),1
对角线,直线,1
对角线,几何学,1
对角线,边 (几何),1
四边形,直线,1
四边形,点,1
四边形,几何学,1
平移,几何学,1
多边形,几何学,1
多边形,点,1
内角和外角,直线,1
内角和外角,几何学,1
内角和外角,点,1
特殊直角三角形,几何学,1
五边形,直线,1
五边形,点,1
五边形,几何学,1
平行四边形,线段,1
平行四边形,角,1
平行四边形,点,1
平行四边形,顶点 (几何),1
平行四边形,直线,1
平行四边形,几何学,1
平行四边形,边 (几何),1
鹞形,线段,1
鹞形,角,1
鹞形,点,1
鹞形,顶点 (几何),1
鹞形,直线,1
鹞形,几何学,1
鹞形,边 (几何),1
切线,直线,1
切线,点,1
切线,几何学,1
曲线,几何学,1
直角三角形,直线,1
直角三角形,几何学,1
直角三角形,点,1
棱柱,直线,1
棱柱,几何学,1
棱柱,点,1
矩形,点,1
矩形,直线,1
矩形,几何学,1
四边形,几何学,1
坡度,几何学,1
坡度,点,1
勾股定理,几何学,1
勾股定理,角,1
勾股定理,点,1
勾股定理,直线,1
坐标系,平面 (数学),1
坐标系,点,1
坐标系,几何学,1
正方形,点,1
正方形,几何学,1
十二边形,直线,1
十二边形,点,1
十二边形,顶点 (几何),1
十二边形,线段,1
十二边形,几何学,1
正弦,直线,1
正弦,几何学,1
正弦,点,1
笛卡尔坐标系,几何学,1
笛卡尔坐标系,平面 (数学),1
笛卡尔坐标系,二维空间,1
笛卡尔坐标系,点,1
棱柱,点,1
棱柱,几何学,1
全等,直线,1
全等,几何学,1
全等,点,1
平行四边形,直线,1
平行四边形,点,1
平行四边形,顶点 (几何),1
平行四边形,线段,1
平行四边形,几何学,1
三角函数,线段,1
三角函数,角,1
三角函数,点,1
三角函数,顶点 (几何),1
三角函数,直线,1
三角函数,几何学,1
三角函数,边 (几何),1
七边形,点,1
七边形,几何学,1
棱锥,直线,1
棱锥,点,1
棱锥,几何学,1
反三角函数,直线,1
反三角函数,线段,1
反三角函数,角,1
反三角函数,点,1
反三角函数,顶点 (几何),1
反三角函数,几何学,1
反三角函数,多边形,1
反三角函数,边 (几何),1
反三角函数,三角形,1
三角函数,直线,1
三角函数,点,1
三角函数,顶点 (几何),1
三角函数,线段,1
三角函数,几何学,1
坐标系,几何学,1
边 (几何),直线,1
边 (几何),点,1
边 (几何),几何学,1
正方形,直线,1
正方形,边 (几何),1
正方形,顶点 (几何),1
正方形,多边形,1
正方形,角,1
正方形,线段,1
正方形,几何学,1
正方形,点,1
梯形,直线,1
梯形,几何学,1
梯形,点,1
七边形,直线,1
七边形,几何学,1
七边形,点,1
矩形,角,1
矩形,线段,1
矩形,平行,1
矩形,直线,1
矩形,多边形,1
矩形,边 (几何),1
矩形,几何学,1
矩形,点,1
矩形,四边形,1
矩形,顶点 (几何),1
半径,几何学,1
矩形,直线,1
矩形,几何学,1
矩形,点,1
勾股定理,点,1
勾股定理,几何学,1
勾股定理,边 (几何),1
勾股定理,多边形,1
勾股定理,角,1
勾股定理,直线,1
勾股定理,顶点 (几何),1
勾股定理,线段,1
菱形,点,1
菱形,直线,1
菱形,几何学,1
勾股数,点,1
勾股数,几何学,1
勾股数,边 (几何),1
勾股数,多边形,1
勾股数,角,1
勾股数,直线,1
勾股数,顶点 (几何),1
勾股数,线段,1
十一边形,直线,1
十一边形,几何学,1
十一边形,点,1
割线,几何学,1
反三角函数,几何学,1
反三角函数,点,1
棱柱,几何学,1
圆周,几何学,1
反三角函数,线段,1
反三角函数,角,1
反三角函数,点,1
反三角函数,顶点 (几何),1
反三角函数,直线,1
反三角函数,几何学,1
反三角函数,边 (几何),1
对角线,点,1
对角线,几何学,1
对角线,直线,1
对角线,点,1
对角线,几何学,1
三角函数,点,1
三角函数,几何学,1
三角函数,边 (几何),1
三角函数,多边形,1
三角函数,角,1
三角函数,直线,1
三角函数,顶点 (几何),1
三角函数,线段,1
三角形,几何学,1
三角形,点,1
正弦,点,1
正弦,几何学,1
正弦,边 (几何),1
正弦,多边形,1
正弦,角,1
正弦,直线,1
正弦,顶点 (几何),1
正弦,线段,1
直线,几何学,1
凸多边形,点,1
凸多边形,几何学,1
梯形,几何学,1
角平分线定理,直线,1
角平分线定理,几何学,1
角平分线定理,点,1
笛卡尔坐标系,几何学,1
异面直线,几何学,1
三角不等式,线段,1
三角不等式,角,1
三角不等式,点,1
三角不等式,顶点 (几何),1
三角不等式,直线,1
三角不等式,几何学,1
三角不等式,边 (几何),1
六边形,线段,1
六边形,角,1
六边形,点,1
六边形,顶点 (几何),1
六边形,直线,1
六边形,几何学,1
六边形,边 (几何),1
棱柱,几何学,1
勾股数,直线,1
勾股数,点,1
勾股数,顶点 (几何),1
勾股数,线段,1
勾股数,几何学,1
对角线,几何学,1
对角线,点,1
特殊直角三角形,直线,1
特殊直角三角形,点,1
特殊直角三角形,顶点 (几何),1
特殊直角三角形,线段,1
特殊直角三角形,几何学,1
八边形,点,1
八边形,几何学,1
三角形,点,1
三角形,几何学,1
特殊直角三角形,直线,1
特殊直角三角形,几何学,1
特殊直角三角形,点,1
正三角形,直线,1
正三角形,点,1
正三角形,顶点 (几何),1
正三角形,线段,1
正三角形,几何学,1
勾股数,几何学,1
特殊直角三角形,线段,1
特殊直角三角形,角,1
特殊直角三角形,点,1
特殊直角三角形,顶点 (几何),1
特殊直角三角形,直线,1
特殊直角三角形,几何学,1
特殊直角三角形,边 (几何),1
菱形,几何学,1
十一边形,几何学,1
九边形,直线,1
九边形,点,1
九边形,顶点 (几何),1
九边形,线段,1
九边形,几何学,1
凸多边形,直线,1
凸多边形,点,1
凸多边形,几何学,1
坡度,直线,1
坡度,几何学,1
坡度,点,1
弦 (几何),直线,1
弦 (几何),点,1
弦 (几何),几何学,1
弦 (几何),几何学,1
直径,几何学,1
七边形,几何学,1
七边形,点,1
圆锥,几何学,1
鹞形,直线,1
鹞形,点,1
鹞形,几何学,1
角平分线定理,点,1
角平分线定理,几何学,1
八边形,线段,1
八边形,角,1
八边形,点,1
八边形,顶点 (几何),1
八边形,直线,1
八边形,几何学,1
八边形,边 (几何),1
反射 (数学),点,1
反射 (数学),角,1
反射 (数学),对称,1
反射 (数学),几何学,1
反射 (数学),直线,1
等腰三角形,几何学,1
外角定理,线段,1
外角定理,角,1
外角定理,点,1
外角定理,顶点 (几何),1
外角定理,直线,1
外角定理,几何学,1
外角定理,边 (几何),1
等腰三角形,几何学,1
等腰三角形,点,1
平行四边形,几何学,1
正弦,点,1
正弦,几何学,1
棱锥,几何学,1
棱锥,线段,1
棱锥,角,1
棱锥,点,1
棱锥,顶点 (几何),1
棱锥,直线,1
棱锥,几何学,1
棱锥,边 (几何),1
垂直,几何学,1
直角三角形,直线,1
直角三角形,点,1
直角三角形,顶点 (几何),1
直角三角形,线段,1
直角三角形,几何学,1
星形多边形,线段,1
星形多边形,角,1
星形多边形,点,1
星形多边形,顶点 (几何),1
星形多边形,直线,1
星形多边形,几何学,1
星形多边形,边 (几何),1
十边形,点,1
十边形,几何学,1
反三角函数,三角函数,1
反三角函数,线段,1
反三角函数,边 (几何),1
反三角函数,直线,1
反三角函数,几何学,1
反三角函数,点,1
反三角函数,多边形,1
反三角函数,角,1
反三角函数,三角形,1
反三角函数,顶点 (几何),1
反三角函数,点,1
反三角函数,几何学,1
外角定理,几何学,1
外角定理,点,1
正三角形,几何学,1
三角形,直线,1
三角形,点,1
三角形,几何学,1
凸多边形,几何学,1
凸多边形,点,1
六边形,几何学,1
六边形,点,1
共线 (几何),几何学,1
共线 (几何),点,1
九边形,线段,1
九边形,角,1
九边形,点,1
九边形,顶点 (几何),1
九边形,直线,1
九边形,几何学,1
九边形,边 (几何),1
棱锥,点,1
棱锥,几何学,1
三角不等式,几何学,1
菱形,直线,1
菱形,几何学,1
菱形,点,1
六边形,几何学,1
平行四边形,直线,1
平行四边形,边 (几何),1
平行四边形,顶点 (几何),1
平行四边形,多边形,1
平行四边形,角,1
平行四边形,线段,1
平行四边形,几何学,1
平行四边形,点,1
切线,点,1
切线,几何学,1
镜面反射 (数学),点,1
镜面反射 (数学),角,1
镜面反射 (数学),对称,1
镜面反射 (数学),几何学,1
镜面反射 (数学),直线,1
角,几何学,1
平行四边形,点,1
平行四边形,几何学,1
多边形,直线,1
多边形,点,1
多边形,顶点 (几何),1
多边形,线段,1
多边形,几何学,1
